id_cliente,age,job,marital,education,default,housing,loan
11740,48,entrepreneur,married,professional.course,no,no,no
11741,36,admin.,married,university.degree,no,unknown,unknown
11742,42,housemaid,married,basic.4y,unknown,yes,no
11743,33,technician,single,professional.course,no,no,yes
11744,50,management,married,high.school,unknown,no,no
11745,55,unknown,married,basic.4y,unknown,no,no
11746,40,services,married,basic.6y,unknown,no,no
11747,56,retired,divorced,basic.4y,no,yes,no
11748,37,technician,married,university.degree,no,no,no
11749,36,blue-collar,single,basic.9y,no,no,no
11750,36,admin.,married,university.degree,no,yes,no
11751,41,technician,married,high.school,no,no,no
11752,42,blue-collar,married,basic.4y,unknown,yes,no
11753,42,entrepreneur,married,professional.course,no,yes,no
11754,49,management,married,high.school,no,no,no
11755,42,blue-collar,married,basic.4y,unknown,yes,no
11756,53,technician,married,university.degree,no,yes,no
11757,41,blue-collar,married,basic.9y,unknown,no,no
11758,42,admin.,divorced,university.degree,no,yes,no
11759,33,blue-collar,married,basic.4y,no,yes,no
11760,40,admin.,married,high.school,no,no,no
11761,31,management,single,university.degree,unknown,no,no
11762,30,admin.,divorced,high.school,no,no,no
11763,31,entrepreneur,married,professional.course,no,yes,no
11764,44,admin.,single,university.degree,unknown,yes,no
11765,44,management,married,university.degree,unknown,yes,no
11766,56,technician,married,unknown,no,no,no
11767,57,retired,single,high.school,no,no,no
11768,34,services,divorced,basic.9y,unknown,yes,no
11769,36,admin.,married,university.degree,no,yes,no
11770,56,self-employed,married,professional.course,no,no,yes
11771,27,management,single,high.school,no,yes,yes
11772,44,retired,single,basic.4y,no,yes,yes
11773,46,admin.,divorced,university.degree,no,yes,no
11774,25,admin.,single,high.school,no,no,no
11775,59,entrepreneur,married,university.degree,no,no,no
11776,25,unemployed,single,high.school,unknown,no,no
11777,37,technician,married,professional.course,no,no,no
11778,31,entrepreneur,single,basic.6y,unknown,yes,no
11779,59,retired,divorced,basic.4y,unknown,no,yes
11780,39,services,single,high.school,no,no,no
11781,32,services,single,high.school,no,no,no
11782,55,unemployed,divorced,basic.9y,no,no,no
11783,25,services,single,high.school,no,yes,no
11784,42,services,married,high.school,no,no,no
11785,40,admin.,single,high.school,no,yes,yes
11786,52,retired,married,professional.course,no,no,no
11787,59,services,married,high.school,unknown,yes,no
11788,50,entrepreneur,married,basic.9y,no,yes,no
11789,33,admin.,divorced,university.degree,no,no,no
11790,58,blue-collar,unknown,basic.9y,unknown,no,no
11791,56,retired,married,high.school,unknown,yes,no
11792,50,blue-collar,married,basic.4y,unknown,yes,yes
11793,31,management,married,university.degree,no,no,no
11794,36,admin.,married,basic.9y,no,no,yes
11795,40,admin.,married,university.degree,no,no,no
11796,22,technician,single,professional.course,no,no,no
11797,27,unemployed,married,high.school,no,yes,no
11798,30,blue-collar,married,basic.9y,no,no,yes
11799,51,management,married,university.degree,unknown,no,no
11800,39,management,married,university.degree,no,no,no
11801,30,blue-collar,married,basic.4y,unknown,yes,no
11802,58,retired,divorced,professional.course,unknown,yes,no
11803,53,blue-collar,married,basic.9y,no,yes,no
11804,23,blue-collar,single,basic.4y,no,yes,no
11805,45,management,single,basic.9y,no,yes,no
11806,48,admin.,divorced,high.school,no,no,yes
11807,29,blue-collar,married,unknown,unknown,no,yes
11808,37,blue-collar,married,basic.9y,no,no,no
11809,40,technician,single,professional.course,no,yes,no
11810,40,management,married,unknown,no,no,yes
11811,40,housemaid,married,basic.4y,unknown,yes,no
11812,38,blue-collar,single,basic.9y,no,yes,no
11813,41,self-employed,divorced,university.degree,unknown,yes,no
11814,33,admin.,married,high.school,no,yes,no
11815,58,blue-collar,married,basic.9y,unknown,yes,no
11816,42,technician,divorced,basic.9y,no,no,no
11817,59,retired,married,basic.9y,unknown,no,no
11818,30,admin.,married,university.degree,no,yes,yes
11819,32,services,single,high.school,no,yes,no
11820,40,blue-collar,married,basic.9y,unknown,no,no
11821,21,student,single,high.school,no,no,no
11822,37,services,married,high.school,no,no,no
11823,47,services,married,high.school,unknown,no,no
11824,34,admin.,married,university.degree,no,yes,no
11825,51,management,married,university.degree,no,yes,no
11826,50,entrepreneur,married,basic.4y,no,no,no
11827,36,blue-collar,single,high.school,no,yes,yes
11828,53,blue-collar,married,basic.4y,unknown,yes,no
11829,31,admin.,single,basic.9y,unknown,yes,yes
11830,47,entrepreneur,single,university.degree,unknown,yes,no
11831,51,services,divorced,unknown,unknown,yes,no
11832,56,retired,married,basic.6y,no,yes,yes
11833,44,self-employed,married,professional.course,no,yes,yes
11834,56,admin.,married,university.degree,no,no,no
11835,51,services,married,basic.9y,no,yes,no
11836,58,entrepreneur,married,basic.4y,no,yes,no
11837,41,entrepreneur,married,university.degree,unknown,yes,no
11838,29,admin.,married,high.school,no,yes,no
11839,48,admin.,single,university.degree,no,yes,no
11840,37,blue-collar,married,basic.4y,no,yes,no
11841,30,services,single,high.school,no,unknown,unknown
11842,46,entrepreneur,married,university.degree,unknown,no,no
11843,37,technician,single,professional.course,unknown,no,no
11844,31,admin.,divorced,high.school,no,no,no
11845,33,self-employed,single,university.degree,no,unknown,unknown
11846,34,self-employed,single,university.degree,no,yes,no
11847,39,technician,single,high.school,no,yes,no
11848,28,admin.,married,university.degree,no,no,no
11849,58,technician,married,professional.course,unknown,yes,no
11850,45,blue-collar,married,basic.4y,unknown,yes,yes
11851,47,services,married,high.school,unknown,yes,no
11852,53,blue-collar,divorced,basic.4y,unknown,yes,no
11853,41,admin.,married,high.school,unknown,no,no
11854,33,blue-collar,married,basic.9y,no,no,no
11855,38,self-employed,single,basic.9y,unknown,yes,yes
11856,60,self-employed,married,professional.course,unknown,yes,no
11857,36,admin.,married,high.school,no,yes,no
11858,37,admin.,married,high.school,no,yes,no
11859,52,retired,married,university.degree,no,yes,no
11860,47,admin.,married,basic.9y,no,yes,no
11861,44,blue-collar,married,basic.9y,no,no,no
11862,38,technician,married,professional.course,no,yes,no
11863,46,admin.,married,high.school,no,yes,no
11864,33,management,married,university.degree,no,yes,no
11865,45,blue-collar,married,basic.9y,unknown,no,no
11866,38,admin.,married,university.degree,no,no,no
11867,55,technician,married,professional.course,no,yes,yes
11868,29,unemployed,single,university.degree,no,no,no
11869,34,blue-collar,married,basic.9y,no,no,no
11870,25,blue-collar,married,basic.9y,unknown,no,no
11871,40,admin.,married,university.degree,no,no,no
11872,46,admin.,married,basic.9y,unknown,no,yes
11873,27,blue-collar,married,university.degree,no,no,no
11874,51,blue-collar,divorced,unknown,unknown,no,no
11875,42,admin.,divorced,university.degree,no,no,no
11876,57,self-employed,married,basic.9y,unknown,yes,no
11877,37,admin.,single,university.degree,no,no,no
11878,45,unknown,married,unknown,no,no,no
11879,28,blue-collar,married,unknown,unknown,no,no
11880,47,management,divorced,university.degree,no,no,no
11881,33,admin.,single,high.school,no,yes,yes
11882,58,technician,single,professional.course,no,yes,yes
11883,31,admin.,divorced,high.school,unknown,no,yes
11884,52,services,unknown,professional.course,no,yes,no
11885,27,entrepreneur,single,university.degree,no,no,no
11886,32,admin.,married,university.degree,no,no,no
11887,36,admin.,single,university.degree,no,no,no
11888,35,admin.,married,university.degree,no,no,no
11889,28,admin.,single,high.school,no,no,no
11890,49,management,married,high.school,unknown,no,no
11891,29,admin.,married,unknown,no,unknown,unknown
11892,47,admin.,married,university.degree,no,yes,no
11893,38,admin.,married,high.school,no,yes,no
11894,58,technician,married,professional.course,unknown,no,no
11895,38,services,married,basic.9y,no,unknown,unknown
11896,46,admin.,married,high.school,no,no,yes
11897,58,admin.,married,university.degree,no,unknown,unknown
11898,27,blue-collar,married,basic.6y,unknown,yes,no
11899,26,technician,married,basic.6y,no,yes,no
11900,29,admin.,married,university.degree,no,yes,no
11901,39,admin.,married,high.school,no,yes,yes
11902,33,unemployed,married,basic.9y,no,no,no
11903,48,blue-collar,married,professional.course,no,yes,yes
11904,37,management,married,university.degree,unknown,no,no
11905,38,housemaid,married,basic.9y,no,no,no
11906,40,blue-collar,married,basic.9y,no,no,no
11907,55,blue-collar,married,basic.4y,unknown,unknown,unknown
11908,39,admin.,married,professional.course,no,no,no
11909,40,admin.,single,professional.course,unknown,no,yes
11910,37,blue-collar,married,basic.9y,no,no,no
11911,39,blue-collar,single,basic.4y,unknown,no,no
11912,36,blue-collar,married,professional.course,unknown,yes,no
11913,35,student,single,university.degree,unknown,no,no
11914,33,services,divorced,high.school,no,yes,no
11915,41,technician,married,high.school,no,yes,no
11916,33,blue-collar,married,basic.9y,no,no,no
11917,24,services,single,high.school,no,no,no
11918,53,technician,divorced,university.degree,no,yes,no
11919,32,admin.,single,university.degree,unknown,no,no
11920,40,blue-collar,married,unknown,unknown,no,no
11921,51,blue-collar,married,basic.9y,unknown,no,no
11922,38,unknown,married,unknown,unknown,yes,no
11923,53,technician,married,unknown,no,no,no
11924,49,technician,married,professional.course,no,yes,no
11925,42,management,married,high.school,no,no,no
11926,37,blue-collar,single,unknown,unknown,no,yes
11927,47,blue-collar,divorced,basic.4y,no,yes,yes
11928,31,services,single,professional.course,no,yes,no
11929,46,blue-collar,single,high.school,no,no,no
11930,54,technician,married,high.school,no,no,no
11931,39,unemployed,divorced,basic.9y,unknown,no,no
11932,45,blue-collar,married,basic.9y,unknown,no,no
11933,32,services,married,high.school,no,no,no
11934,56,technician,married,unknown,no,no,yes
11935,29,services,single,high.school,unknown,no,no
11936,32,admin.,single,university.degree,no,yes,no
11937,40,admin.,single,university.degree,no,no,no
11938,39,management,single,university.degree,no,no,no
11939,25,blue-collar,married,basic.9y,no,yes,no
11940,26,blue-collar,married,basic.9y,no,no,no
11941,46,management,married,basic.9y,no,no,no
11942,26,blue-collar,married,basic.9y,no,yes,no
11943,54,blue-collar,married,professional.course,no,no,no
11944,47,blue-collar,married,basic.4y,no,yes,no
11945,40,management,divorced,university.degree,unknown,unknown,unknown
11946,41,self-employed,single,university.degree,no,yes,yes
11947,36,technician,married,basic.9y,no,no,no
11948,30,blue-collar,single,basic.9y,no,yes,no
11949,58,management,married,university.degree,unknown,no,no
11950,47,admin.,married,university.degree,no,no,no
11951,52,management,married,basic.4y,no,no,no
11952,34,blue-collar,single,high.school,no,yes,no
11953,30,services,married,high.school,no,yes,no
11954,26,admin.,single,high.school,no,no,no
11955,58,services,married,high.school,no,yes,no
11956,43,self-employed,divorced,university.degree,unknown,yes,no
11957,31,blue-collar,married,basic.6y,no,no,no
11958,46,blue-collar,married,basic.6y,no,no,no
11959,39,admin.,single,high.school,no,no,no
11960,42,self-employed,married,professional.course,no,yes,no
11961,37,services,married,high.school,unknown,yes,no
11962,51,admin.,divorced,unknown,no,yes,no
11963,37,services,married,high.school,no,yes,yes
11964,35,admin.,divorced,university.degree,no,no,no
11965,55,blue-collar,married,basic.9y,unknown,yes,no
11966,43,blue-collar,married,basic.9y,no,no,no
11967,29,entrepreneur,single,university.degree,no,no,no
11968,58,blue-collar,married,basic.9y,no,no,no
11969,34,blue-collar,married,basic.9y,unknown,no,no
11970,44,blue-collar,married,unknown,no,yes,no
11971,42,self-employed,married,university.degree,unknown,yes,no
11972,44,blue-collar,married,professional.course,unknown,yes,no
11973,32,blue-collar,single,basic.9y,no,yes,no
11974,52,technician,married,basic.9y,no,no,yes
11975,36,blue-collar,married,basic.9y,no,yes,no
11976,38,blue-collar,married,basic.9y,no,no,no
11977,39,technician,married,basic.9y,unknown,yes,no
11978,33,unknown,married,unknown,unknown,yes,no
11979,39,services,married,basic.6y,unknown,yes,no
11980,36,admin.,married,university.degree,no,yes,no
11981,44,services,married,basic.9y,no,yes,no
11982,30,services,married,unknown,unknown,no,no
11983,29,blue-collar,divorced,basic.4y,unknown,no,no
11984,34,technician,married,professional.course,no,no,no
11985,41,admin.,single,basic.6y,no,no,no
11986,51,entrepreneur,married,university.degree,no,no,no
11987,28,admin.,married,high.school,no,no,no
11988,31,housemaid,married,basic.4y,no,no,no
11989,46,services,divorced,professional.course,unknown,yes,no
11990,29,admin.,married,university.degree,no,yes,yes
11991,33,services,single,high.school,no,no,no
11992,42,management,married,university.degree,no,no,no
11993,36,blue-collar,married,unknown,unknown,no,no
11994,44,blue-collar,married,basic.9y,unknown,yes,no
11995,39,blue-collar,married,basic.4y,no,no,no
11996,44,admin.,married,university.degree,unknown,yes,yes
11997,45,admin.,married,high.school,no,yes,no
11998,28,services,single,basic.9y,no,no,no
11999,59,retired,married,basic.9y,no,no,yes
12000,42,services,single,unknown,no,yes,no
12001,58,services,married,basic.4y,no,no,no
12002,51,services,married,professional.course,unknown,no,no
12003,31,blue-collar,married,basic.4y,unknown,yes,yes
12004,49,unemployed,married,basic.9y,no,yes,yes
12005,48,blue-collar,married,high.school,no,yes,yes
12006,52,technician,married,basic.9y,no,yes,yes
12007,29,blue-collar,single,basic.6y,no,yes,no
12008,60,self-employed,married,professional.course,no,yes,no
12009,28,admin.,single,professional.course,no,no,yes
12010,30,admin.,married,high.school,no,unknown,unknown
12011,30,admin.,single,university.degree,no,no,no
12012,36,blue-collar,married,high.school,no,no,no
12013,56,admin.,divorced,high.school,no,yes,no
12014,29,blue-collar,married,basic.9y,no,no,yes
12015,45,technician,single,professional.course,unknown,yes,yes
12016,51,management,married,university.degree,unknown,no,yes
12017,35,self-employed,married,professional.course,unknown,yes,no
12018,30,services,divorced,high.school,unknown,yes,no
12019,39,blue-collar,married,basic.6y,no,yes,no
12020,25,technician,single,professional.course,no,no,yes
12021,36,blue-collar,single,basic.4y,no,yes,no
12022,38,blue-collar,single,high.school,unknown,no,no
12023,29,admin.,married,university.degree,no,no,no
12024,36,blue-collar,single,basic.9y,no,yes,yes
12025,37,admin.,single,university.degree,unknown,yes,no
12026,42,admin.,divorced,high.school,unknown,no,no
12027,58,retired,single,professional.course,no,yes,no
12028,49,services,divorced,high.school,no,no,no
12029,55,technician,unknown,unknown,unknown,no,no
12030,58,retired,married,high.school,no,yes,no
12031,34,admin.,single,university.degree,no,no,no
12032,29,blue-collar,divorced,basic.4y,unknown,no,no
12033,46,unknown,married,basic.4y,unknown,yes,no
12034,38,blue-collar,married,high.school,unknown,no,no
12035,27,technician,single,unknown,no,yes,no
12036,39,self-employed,divorced,professional.course,no,yes,no
12037,60,retired,divorced,basic.4y,unknown,yes,no
12038,42,blue-collar,married,basic.9y,unknown,no,no
12039,35,blue-collar,married,basic.9y,unknown,yes,yes
12040,31,services,single,high.school,no,no,no
12041,34,blue-collar,married,basic.6y,no,no,no
12042,38,blue-collar,single,high.school,unknown,yes,no
12043,39,services,married,basic.9y,unknown,no,no
12044,33,services,married,high.school,no,no,no
12045,34,admin.,married,university.degree,no,no,no
12046,32,management,married,university.degree,no,no,no
12047,29,admin.,single,high.school,no,no,no
12048,44,blue-collar,married,basic.6y,no,yes,no
12049,50,admin.,married,high.school,no,no,no
12050,59,housemaid,married,basic.6y,no,no,no
12051,26,admin.,married,high.school,no,no,no
12052,29,services,married,high.school,no,yes,yes
12053,34,admin.,married,high.school,no,yes,no
12054,39,self-employed,married,basic.6y,unknown,no,yes
12055,24,technician,single,basic.9y,no,no,no
12056,34,blue-collar,married,basic.9y,no,no,no
12057,37,admin.,married,high.school,no,no,no
12058,27,self-employed,single,university.degree,no,no,no
12059,30,technician,married,high.school,no,no,no
12060,58,services,married,high.school,no,no,no
12061,58,services,married,high.school,no,yes,no
12062,40,services,married,high.school,no,no,no
12063,37,blue-collar,married,basic.4y,unknown,no,no
12064,40,management,married,basic.9y,no,yes,yes
12065,33,technician,single,professional.course,no,no,no
12066,32,services,single,high.school,no,no,no
12067,34,admin.,single,basic.9y,no,yes,no
12068,27,admin.,single,professional.course,no,yes,yes
12069,27,admin.,single,professional.course,no,yes,yes
12070,27,self-employed,single,university.degree,no,yes,no
12071,36,blue-collar,single,basic.4y,no,yes,no
12072,42,admin.,single,high.school,no,no,no
12073,51,services,married,high.school,no,unknown,unknown
12074,30,blue-collar,married,basic.9y,unknown,no,no
12075,28,blue-collar,married,high.school,no,no,no
12076,58,technician,married,basic.4y,unknown,yes,yes
12077,29,blue-collar,married,unknown,unknown,no,no
12078,35,technician,single,professional.course,no,no,no
12079,29,blue-collar,single,basic.9y,no,yes,no
12080,41,blue-collar,married,professional.course,unknown,no,yes
12081,59,technician,divorced,basic.4y,no,yes,no
12082,35,admin.,married,high.school,no,yes,no
12083,42,blue-collar,married,basic.9y,no,yes,yes
12084,58,blue-collar,married,basic.4y,unknown,no,no
12085,30,entrepreneur,married,basic.9y,no,no,no
12086,42,blue-collar,married,basic.6y,unknown,yes,no
12087,40,blue-collar,married,basic.9y,unknown,yes,no
12088,54,admin.,married,university.degree,no,yes,no
12089,47,blue-collar,married,basic.9y,no,yes,no
12090,30,blue-collar,single,basic.6y,unknown,yes,no
12091,35,blue-collar,married,basic.6y,no,no,no
12092,49,housemaid,divorced,basic.4y,no,no,no
12093,49,housemaid,married,basic.4y,no,no,yes
12094,45,technician,single,professional.course,unknown,yes,no
12095,36,admin.,married,high.school,no,yes,yes
12096,29,services,divorced,high.school,no,yes,no
12097,30,entrepreneur,divorced,university.degree,no,no,no
12098,44,blue-collar,single,basic.6y,no,no,no
12099,28,technician,single,university.degree,no,no,no
12100,40,blue-collar,married,basic.4y,no,yes,yes
12101,39,technician,single,professional.course,no,yes,no
12102,49,blue-collar,married,basic.4y,no,yes,no
12103,31,blue-collar,married,basic.9y,no,yes,no
12104,37,blue-collar,married,basic.9y,no,no,no
12105,52,self-employed,married,professional.course,no,no,no
12106,23,services,single,high.school,no,no,no
12107,40,entrepreneur,divorced,university.degree,no,no,no
12108,40,blue-collar,married,basic.6y,unknown,no,no
12109,28,admin.,single,university.degree,no,no,no
12110,55,blue-collar,married,basic.4y,unknown,unknown,unknown
12111,35,admin.,married,university.degree,no,no,no
12112,38,admin.,married,high.school,no,no,no
12113,42,admin.,married,university.degree,no,no,no
12114,44,blue-collar,married,basic.4y,unknown,yes,yes
12115,33,self-employed,married,professional.course,no,yes,no
12116,28,management,married,university.degree,no,no,no
12117,41,blue-collar,married,basic.6y,unknown,no,no
12118,23,admin.,married,professional.course,no,no,yes
12119,58,retired,married,basic.4y,unknown,yes,no
12120,39,unemployed,married,basic.4y,no,no,no
12121,32,self-employed,divorced,professional.course,no,yes,no
12122,41,blue-collar,single,unknown,unknown,no,no
12123,39,admin.,single,high.school,no,yes,yes
12124,39,admin.,single,high.school,no,no,no
12125,39,admin.,single,high.school,no,no,yes
12126,27,technician,single,university.degree,no,yes,no
12127,28,self-employed,single,university.degree,no,yes,no
12128,54,technician,divorced,basic.9y,no,yes,no
12129,29,admin.,single,high.school,no,unknown,unknown
12130,29,blue-collar,married,basic.6y,no,no,no
12131,37,self-employed,single,university.degree,unknown,no,yes
12132,38,technician,single,university.degree,no,yes,no
12133,44,technician,married,university.degree,no,no,no
12134,53,technician,married,basic.9y,no,no,no
12135,39,blue-collar,married,basic.6y,unknown,yes,no
12136,31,housemaid,married,basic.4y,no,no,no
12137,41,blue-collar,married,basic.4y,no,yes,yes
12138,41,entrepreneur,married,university.degree,no,yes,yes
12139,49,blue-collar,married,basic.9y,unknown,yes,no
12140,25,services,married,high.school,no,yes,no
12141,41,blue-collar,married,basic.4y,no,yes,no
12142,53,management,married,university.degree,no,no,yes
12143,41,blue-collar,married,basic.4y,unknown,yes,no
12144,56,retired,married,basic.4y,no,yes,no
12145,41,services,single,high.school,no,yes,no
12146,35,blue-collar,married,unknown,no,yes,no
12147,28,admin.,married,high.school,no,yes,no
12148,28,admin.,married,high.school,no,no,no
12149,33,blue-collar,married,basic.4y,no,yes,no
12150,29,self-employed,married,university.degree,no,no,no
12151,54,blue-collar,married,basic.6y,unknown,yes,no
12152,31,blue-collar,married,basic.4y,unknown,no,no
12153,40,blue-collar,married,basic.9y,no,yes,no
12154,34,technician,single,professional.course,no,yes,no
12155,37,technician,married,professional.course,no,yes,no
12156,28,blue-collar,single,basic.6y,no,no,no
12157,45,blue-collar,married,basic.9y,no,yes,no
12158,28,blue-collar,married,basic.6y,no,no,no
12159,36,blue-collar,married,basic.9y,no,no,no
12160,26,unemployed,single,high.school,no,no,no
12161,38,blue-collar,married,basic.4y,no,no,no
12162,38,blue-collar,married,basic.4y,no,no,no
12163,44,admin.,divorced,unknown,no,no,no
12164,27,unemployed,married,basic.9y,unknown,no,no
12165,56,services,divorced,high.school,no,no,yes
12166,52,technician,married,professional.course,unknown,no,no
12167,42,unemployed,married,basic.9y,unknown,yes,no
12168,49,blue-collar,married,basic.4y,unknown,no,no
12169,36,technician,married,high.school,no,no,no
12170,58,management,married,university.degree,no,no,no
12171,41,housemaid,married,high.school,no,no,yes
12172,43,technician,single,professional.course,no,yes,yes
12173,37,admin.,married,high.school,no,no,no
12174,38,blue-collar,married,basic.9y,no,unknown,unknown
12175,55,blue-collar,married,basic.4y,no,yes,no
12176,55,blue-collar,married,basic.4y,no,yes,no
12177,33,services,married,high.school,unknown,yes,no
12178,53,blue-collar,married,basic.9y,unknown,no,no
12179,42,admin.,married,basic.6y,no,no,no
12180,37,services,divorced,high.school,no,no,no
12181,41,blue-collar,married,unknown,no,no,no
12182,35,blue-collar,married,basic.6y,no,no,no
12183,47,retired,married,basic.4y,no,no,no
12184,32,admin.,married,university.degree,no,no,no
12185,47,blue-collar,divorced,basic.9y,no,no,no
12186,57,retired,divorced,university.degree,no,no,no
12187,57,self-employed,married,professional.course,no,yes,yes
12188,54,retired,married,high.school,no,yes,yes
12189,41,services,single,professional.course,no,yes,no
12190,35,admin.,married,high.school,no,yes,yes
12191,27,entrepreneur,single,university.degree,no,yes,no
12192,40,blue-collar,married,basic.9y,no,no,yes
12193,40,admin.,married,high.school,no,no,yes
12194,53,technician,married,professional.course,no,yes,no
12195,53,services,married,basic.9y,no,yes,no
12196,42,management,married,university.degree,no,no,yes
12197,43,blue-collar,single,basic.4y,no,no,no
12198,26,blue-collar,married,university.degree,no,no,no
12199,40,admin.,divorced,high.school,no,no,no
12200,39,blue-collar,married,unknown,unknown,no,no
12201,46,housemaid,married,basic.4y,no,yes,no
12202,41,blue-collar,married,basic.6y,no,no,no
12203,36,technician,single,high.school,no,no,no
12204,38,blue-collar,married,basic.9y,unknown,no,no
12205,43,technician,single,professional.course,no,no,no
12206,50,blue-collar,divorced,basic.9y,no,no,no
12207,39,blue-collar,married,basic.9y,unknown,yes,no
12208,30,blue-collar,single,high.school,no,no,no
12209,47,technician,married,professional.course,no,no,no
12210,49,technician,single,high.school,no,yes,no
12211,28,unemployed,single,high.school,no,yes,no
12212,31,services,single,high.school,no,no,no
12213,51,services,married,high.school,unknown,no,no
12214,28,services,married,high.school,no,no,no
12215,28,management,married,university.degree,no,yes,no
12216,28,admin.,single,university.degree,no,yes,yes
12217,38,services,divorced,basic.9y,no,yes,no
12218,30,self-employed,married,university.degree,no,yes,yes
12219,46,services,married,high.school,no,no,no
12220,40,admin.,divorced,professional.course,unknown,no,no
12221,51,services,married,high.school,no,yes,no
12222,45,management,single,university.degree,no,no,yes
12223,36,retired,married,unknown,no,no,no
12224,46,admin.,married,high.school,unknown,no,no
12225,48,entrepreneur,married,basic.6y,no,yes,no
12226,32,housemaid,married,basic.9y,no,no,no
12227,30,blue-collar,divorced,basic.4y,no,yes,yes
12228,56,management,married,university.degree,no,yes,no
12229,29,admin.,single,university.degree,no,yes,no
12230,43,blue-collar,married,basic.9y,no,yes,no
12231,29,technician,single,university.degree,no,yes,no
12232,42,blue-collar,married,basic.4y,unknown,yes,yes
12233,39,technician,single,professional.course,no,yes,no
12234,52,retired,divorced,professional.course,no,no,no
12235,39,technician,single,professional.course,no,no,no
12236,40,blue-collar,married,basic.9y,no,yes,no
12237,53,blue-collar,married,basic.9y,no,no,no
12238,30,blue-collar,single,basic.4y,no,no,no
12239,36,blue-collar,married,basic.9y,no,no,no
12240,28,blue-collar,married,high.school,no,yes,no
12241,37,blue-collar,married,basic.6y,unknown,yes,no
12242,38,blue-collar,married,basic.6y,unknown,no,no
12243,38,blue-collar,married,high.school,no,yes,no
12244,48,blue-collar,married,basic.6y,unknown,no,no
12245,45,admin.,married,high.school,no,no,no
12246,58,technician,married,university.degree,no,no,no
12247,41,admin.,married,high.school,no,no,no
12248,35,unemployed,married,basic.9y,unknown,no,no
12249,42,blue-collar,married,basic.9y,no,no,no
12250,53,technician,divorced,professional.course,no,no,no
12251,38,technician,single,university.degree,unknown,yes,yes
12252,55,admin.,married,basic.9y,unknown,yes,no
12253,54,admin.,divorced,unknown,unknown,no,no
12254,50,blue-collar,married,basic.9y,unknown,unknown,unknown
12255,57,housemaid,divorced,basic.6y,no,yes,no
12256,39,admin.,single,high.school,no,no,no
12257,39,admin.,single,high.school,no,no,no
12258,39,admin.,single,high.school,no,no,no
12259,43,management,married,university.degree,no,no,yes
12260,35,admin.,divorced,university.degree,unknown,no,no
12261,36,retired,married,unknown,no,no,no
12262,36,retired,married,unknown,no,no,no
12263,29,admin.,single,university.degree,no,no,no
12264,37,technician,married,basic.9y,no,yes,no
12265,34,admin.,divorced,university.degree,no,no,no
12266,34,management,married,university.degree,no,yes,no
12267,29,blue-collar,divorced,high.school,no,yes,no
12268,52,housemaid,single,basic.4y,no,yes,no
12269,24,admin.,single,high.school,no,yes,yes
12270,27,services,married,basic.9y,no,no,no
12271,30,technician,married,professional.course,no,yes,no
12272,34,blue-collar,married,basic.6y,no,yes,no
12273,41,services,single,high.school,unknown,no,yes
12274,57,housemaid,married,basic.4y,no,yes,no
12275,32,services,married,high.school,no,yes,no
12276,37,technician,married,basic.9y,no,no,no
12277,38,blue-collar,married,basic.6y,no,yes,no
12278,50,entrepreneur,married,professional.course,no,yes,no
12279,28,management,single,unknown,no,no,no
12280,39,blue-collar,married,basic.9y,unknown,no,yes
12281,34,blue-collar,married,basic.9y,no,yes,no
12282,30,services,married,basic.9y,no,no,yes
12283,25,services,single,high.school,no,yes,no
12284,43,blue-collar,married,basic.4y,no,yes,no
12285,26,technician,married,professional.course,no,yes,no
12286,46,blue-collar,married,basic.9y,unknown,no,no
12287,29,entrepreneur,single,university.degree,no,yes,no
12288,23,technician,single,professional.course,no,yes,no
12289,55,blue-collar,married,basic.4y,unknown,no,no
12290,36,management,married,basic.6y,unknown,yes,no
12291,46,self-employed,married,high.school,unknown,yes,no
12292,32,technician,single,professional.course,no,no,no
12293,46,blue-collar,married,unknown,no,yes,no
12294,31,technician,married,high.school,no,yes,no
12295,24,blue-collar,single,basic.9y,unknown,no,no
12296,37,admin.,single,university.degree,no,no,no
12297,27,services,single,high.school,no,yes,no
12298,56,self-employed,married,basic.9y,unknown,no,no
12299,55,technician,married,university.degree,no,yes,no
12300,32,blue-collar,married,basic.6y,unknown,no,yes
12301,26,admin.,single,high.school,no,no,yes
12302,45,management,married,university.degree,unknown,no,yes
12303,45,management,married,university.degree,unknown,no,yes
12304,29,blue-collar,single,high.school,no,yes,no
12305,46,services,married,high.school,no,yes,no
12306,32,technician,divorced,professional.course,no,yes,yes
12307,32,blue-collar,married,basic.6y,no,yes,no
12308,43,management,married,high.school,no,no,yes
12309,32,housemaid,married,basic.6y,no,no,no
12310,30,admin.,single,high.school,no,no,no
12311,39,admin.,married,high.school,no,no,no
12312,39,admin.,married,high.school,no,yes,no
12313,32,blue-collar,single,high.school,no,no,no
12314,43,technician,married,university.degree,no,yes,no
12315,40,blue-collar,single,high.school,no,no,no
12316,31,unemployed,single,professional.course,no,no,no
12317,36,entrepreneur,married,university.degree,no,no,no
12318,50,blue-collar,married,basic.4y,unknown,no,yes
12319,28,admin.,single,university.degree,no,no,no
12320,31,admin.,single,university.degree,no,yes,no
12321,30,admin.,single,high.school,no,yes,no
12322,30,admin.,single,high.school,no,yes,no
12323,27,services,married,high.school,unknown,no,no
12324,35,blue-collar,married,high.school,no,no,no
12325,34,admin.,married,university.degree,no,yes,no
12326,30,admin.,single,university.degree,no,yes,no
